Step,Type,Amount,nameOrig,oldBal,newBal,nameDest,oldBalDest,newBalDest,isFraud,isFlaggedFraud,TransactionId,Timestamp,Payment Method,Status,UserId,LoginTime,DeviceType,Browser,Geolocation,Activity
10,TRANSFER,5437.32,791ceab3-5e1b-4721-97ec-308111a1e4ad,17106.1,11668.779999999999,21cc9958-f0a5-48cd-ae81-38b7d2d373c8,1673.45,7110.7699999999995,0,0,12b8825d-9ce5-4bad-beff-138b677f98c1,2024-04-15 08:04:44.888128,Bank Transfer,Pending,02f6214a-71a2-4003-8a35-b9a358640565,2024-07-17 19:06:11.042411,Mobile,Chrome,FR,Still hope ability expert involve arm sea design.
20,TRANSFER,61.44,595335b5-f135-4a5e-a66c-de421167e860,16298.56,16237.119999999999,b6f93cd6-9e59-4090-bfae-d87339968eae,13191.64,13253.08,0,0,524929cb-876f-44a0-98fd-f4fd0413be9a,2024-03-03 01:07:50.443739,Mobile Payment,Failed,6be9e102-7c2c-4202-9e2c-a403392a5cd2,2024-07-02 06:00:43.511641,Mobile,Firefox,US,Common company these question what first.
10,DEBIT,1108.3,97133189-9a85-493a-8144-fa0b5a9d291e,6998.73,5890.429999999999,4385b412-0a9d-48f7-bb41-d0331aeb1382,10668.49,11776.789999999999,0,0,08127a7d-abd5-4c2c-b017-59f466c18fa3,2024-03-04 09:49:39.113053,Bank Transfer,Completed,2ee7ab65-bf97-4b51-998a-3eaf8110a232,2024-04-01 02:58:15.184312,Mobile,Firefox,DE,Out try task rule ability program important interest.
20,PAYMENT,9440.31,fe2d8936-efd9-4a48-b223-be51d7d36d20,15439.78,5999.470000000001,87405dad-78c2-4749-8b0d-79142da9bd84,14819.6,24259.91,0,0,dee2f978-4674-4db1-8890-e3c4cc8f68a4,2024-06-01 03:03:45.095535,Credit Card,Completed,ef5b67fd-86a3-4588-9aac-4c36ca12ec18,2024-04-13 15:03:26.982811,Desktop,Edge,US,Quality environmental name still development.
29,CASH_OUT,392.69,adecd6b9-73b7-40b4-bdb3-31e7fe80f211,19423.89,19031.2,43ee7090-6b49-4b9a-89e8-771079b9d622,11023.58,10630.89,0,0,d1fc70d7-87ba-4669-9465-97685a6887f3,2024-04-09 12:14:25.072955,Debit Card,Pending,2881293b-9503-48c9-a5d3-7d11d7a57845,2024-04-18 04:11:50.598572,Mobile,Safari,FR,Gun hot name anything.
8,CASH_IN,2301.36,2b8349c6-a08a-411d-8161-73c97a3a217b,3799.36,6100.72,e5922b3d-f337-4d9c-8a6e-7e6d91d9d19b,18859.56,21160.920000000002,0,0,415921c3-8204-47d5-8a19-228f459d43fb,2024-01-20 10:47:20.768731,Mobile Payment,Completed,ba0fd5b2-9aac-49d4-9409-601df5e4845a,2024-06-14 21:43:38.556014,Desktop,Safari,DE,Low worry tough before with skill.
4,TRANSFER,1716.83,91b7f7c3-dbca-48f9-af9a-50d50efea618,4052.94,2336.11,5eb13d96-7822-4138-b044-07b09b7d6b16,3795.87,5512.7,0,0,3191b8e2-bc14-4202-b550-b5bce6dccda6,2024-03-31 14:01:07.388539,Mobile Payment,Pending,d5b47b54-7c6a-4aa2-86d7-b818e8e1a21c,2024-05-05 09:41:54.190460,Mobile,Chrome,US,Citizen employee interesting full nation everybody.
12,CASH_OUT,4448.17,0364046c-fab2-4484-955d-3f792780fa09,16927.83,12479.660000000002,3bffd73b-3a3f-400e-a7ff-1f94b3066195,2455.27,-1992.9,0,0,24821132-15e5-4701-9399-f23b7ed0741b,2024-01-04 17:07:49.334884,Mobile Payment,Pending,d349f714-b7bd-4ac7-89ce-1a746c4e5c77,2024-07-01 23:05:19.161442,Mobile,Chrome,DE,Could authority must with year.
25,TRANSFER,4495.93,e28e30f5-4e46-4180-ad00-bb491d9d1869,3520.26,-975.6700000000001,310e7be9-805d-49ae-b59f-744679a22cf4,3465.54,7961.47,0,0,dd6d6c0b-35e1-4366-b099-621102989b32,2024-05-22 07:08:28.685470,Bank Transfer,Failed,99fec277-c359-4692-8f84-8e7b61f2a99c,2024-07-06 22:47:52.836296,Mobile,Firefox,FR,Television health stuff person.
10,DEBIT,4984.56,6b9c475f-5825-4443-ac2b-4bd6b9256654,9084.11,4099.55,653212c2-5afd-4bfe-95fb-142cbf68b860,2974.27,7958.83,0,0,55d286bd-9a82-4e0e-a8ba-e3591963ecf1,2024-02-14 03:54:11.620399,Bank Transfer,Failed,162e0b6c-2678-48b1-962f-4d01c384b7a6,2024-06-02 16:16:46.097321,Mobile,Safari,DE,Wife case bar thought.
3,CASH_IN,1516.5,10bded8b-2287-4f74-95ce-79528aea4d85,17640.53,19157.03,d527320b-7cc9-4d58-9c6e-ed54d7596d8d,5.38,1521.88,0,0,f524862a-61fe-4f61-8f44-8463cd889f3f,2024-05-07 22:46:34.423852,Bank Transfer,Failed,1bf2bce5-537d-40ee-acaf-2c38c2942a59,2024-05-29 15:43:02.530246,Tablet,Chrome,UK,Position most forward around.
26,DEBIT,9815.97,7f677111-5844-4d30-b1c3-17e35ebb345b,3664.25,-6151.719999999999,bf579c9d-ccab-44dd-a62d-6b5318c8df3d,12410.78,22226.75,0,0,02ae3394-c57a-4e6b-84a6-12d92b5ffba1,2024-06-18 23:46:51.919070,Bank Transfer,Completed,5d201884-b27e-40de-9620-899204da6d9d,2024-07-10 17:21:32.990234,Mobile,Chrome,DE,Kitchen western wait cut interest door sound.
29,CASH_IN,3585.0,0e6e9f61-2759-4f49-9dbe-8d59ec7064c2,11560.04,15145.04,9a9770f8-4793-4f55-b36b-55d3d765c647,14641.7,18226.7,0,0,240c1ab1-844c-49d3-9e33-8d0e533511e3,2024-04-22 05:18:28.445588,Bank Transfer,Failed,c366f159-1cec-4157-a1a2-39133bdd0107,2024-01-19 03:53:17.984217,Desktop,Edge,DE,Country continue edge call single per.
24,CASH_IN,4949.04,44a2279e-6b7f-43f2-af0f-c0f242e04833,6362.18,11311.220000000001,751692a1-9457-4dec-9802-2602fb6c949f,6201.18,11150.220000000001,0,0,626f661a-f162-442f-a61c-cde1baa9cf9e,2024-01-06 09:19:33.586626,Mobile Payment,Pending,cfd187c5-f3fa-4514-af33-ae6882c7fb97,2024-04-12 01:35:36.789592,Desktop,Firefox,US,Woman these join fear goal chair key.
18,CASH_OUT,8628.11,702d1ac2-1ede-4199-998c-931eabae948e,10622.37,1994.2600000000002,6c8e778b-b6ce-44d1-bf85-5965577b8655,11871.19,3243.08,0,0,037c73aa-b057-4a94-80ce-9285f2cda0e2,2024-02-14 19:37:46.606628,Debit Card,Pending,a0a76327-0ab9-4d07-a510-bcec9a444591,2024-03-01 07:13:00.708760,Desktop,Firefox,US,Room officer cost paper nearly during.
23,CASH_IN,7168.52,615e18cd-35e5-4d93-aa4b-07167258df3c,1347.24,8515.76,9b60b400-1d5a-4f4b-a303-f15d356fa212,1283.25,8451.77,0,0,44917bc4-adc1-498f-95a6-877815d3461d,2024-04-14 08:09:33.805390,Mobile Payment,Completed,361bd349-17b0-4f6e-8604-4689a3268079,2024-01-22 00:46:04.869801,Tablet,Firefox,UK,Although accept recognize maybe enjoy guy close base.
1,DEBIT,2464.28,ffd9d7c5-bf38-4e9a-a8e6-5397f4f356b7,15460.57,12996.289999999999,2397e4fc-3ce4-49a2-9303-0dbd2cc2b419,3824.17,6288.450000000001,0,0,94bb323f-80b8-4b14-b1fe-abf005a07525,2024-06-12 23:30:44.431775,Mobile Payment,Completed,92aeb38e-9d83-4682-997e-ddb7b0f059e3,2024-05-28 14:07:17.435961,Desktop,Chrome,US,Must live say blue defense.
5,PAYMENT,6790.79,7e6778e6-fbfc-4ed0-a8a0-90cf7f196f45,17378.64,10587.849999999999,002ffda2-3069-484f-90a0-3513d1cf55a6,2379.34,9170.130000000001,0,0,c39a9329-5d03-495e-8108-b2bba50e341f,2024-05-02 12:16:17.361088,Bank Transfer,Failed,95d64745-9b08-4fd4-b0bf-2aa4d06c6194,2024-03-21 09:47:11.483017,Tablet,Chrome,DE,Try treat hold serious performance list media sell.
10,CASH_IN,9383.04,4a6f4683-c8e4-4595-a53e-b9ab04fecac5,8429.53,17812.57,effcc220-783e-4d61-8049-39e9e2c10b8c,13528.39,22911.43,0,0,de6a6d47-52f1-4f1a-a16b-e3e8b1d23303,2024-05-22 01:48:30.176475,Mobile Payment,Pending,266b807f-314f-4756-9c07-c466ec2771a3,2024-03-09 07:54:52.423823,Mobile,Firefox,US,Bank soldier nothing college man actually.
26,CASH_IN,8081.64,c455dcc0-e928-4bed-a262-0f6206eb9c42,14073.25,22154.89,3d5d3660-5764-4060-a780-45d1f2632e31,17331.24,25412.88,0,0,136191d8-5724-4732-a18b-872776eb547f,2024-04-16 22:17:40.255602,Credit Card,Completed,560c21ee-c009-4ef3-9f8e-3f9142e63519,2024-02-25 15:47:15.175138,Desktop,Firefox,DE,Fund moment capital finish whole.
28,TRANSFER,3177.98,307e2f51-5cf8-485f-9033-180aaa3e2732,16028.03,12850.050000000001,31bbdab9-be2c-42d0-ad87-5bf6d9823d16,14742.86,17920.84,0,0,9ce465cf-fb82-4259-b930-69e50f31fe13,2024-07-01 19:50:30.191815,Debit Card,Failed,3175f333-635f-46dd-8414-72efd4e4ed91,2024-04-18 09:23:02.334978,Tablet,Safari,FR,Message bill expect education course age.
17,TRANSFER,6471.17,4da3b62a-33f6-4332-94fe-eb009b6e9b34,17065.48,10594.31,488d45a7-8119-43e1-8437-5c65516e5237,1685.39,8156.56,0,0,3420b1c3-dd45-4728-986a-37b28996e664,2024-01-01 08:45:22.820871,Credit Card,Completed,cb5e8a88-d781-40c3-8dc6-cad11173dfef,2024-07-02 07:35:17.682169,Mobile,Edge,DE,Already art concern interesting present.
25,CASH_OUT,5099.49,e42ba30f-13eb-482f-bc26-9c938e26e81a,3777.46,-1322.0299999999997,1620039c-d2cb-4e33-a11a-24fd0ed3281a,18336.38,13236.890000000001,0,0,5f2f71d2-b9fd-46ec-a818-506530b1f514,2024-07-01 05:23:18.278140,Credit Card,Failed,6c463e98-fb4b-4e1c-b850-b0c39d43bb58,2024-07-03 16:19:29.089264,Desktop,Safari,CA,Through include create scientist beautiful.
10,DEBIT,393.67,eed33513-6452-42f0-aef0-c948407ad3b9,3705.02,3311.35,c136f3e6-4741-49e8-bc3c-df694ed3caa5,8567.85,8961.52,0,0,bce8dad9-4091-4082-85fc-7108a327b357,2024-06-18 01:06:02.168358,Credit Card,Pending,11d64199-5e53-4e8d-81f8-f2cd71c34ec7,2024-02-04 07:13:24.349800,Mobile,Edge,CA,Mission address life red design every.
23,CASH_IN,5869.92,70f76912-07d9-4df7-ab22-43caa86e9f5c,19300.43,25170.35,ffc625b4-2a72-4d50-905b-37dc88fc230e,10451.27,16321.19,0,0,9742f063-c31b-40cf-bc00-963b30072120,2024-07-07 08:31:12.663715,Bank Transfer,Failed,443431e1-82d3-4d0d-903c-a2c2b3c80566,2024-06-18 01:59:42.173745,Mobile,Edge,FR,Within individual establish community office.
27,CASH_OUT,8657.1,4118566f-af46-4504-8e3c-4e84eaf76144,9496.85,839.75,3c932f0e-3247-4875-a3ec-9f82bfead8a8,8928.39,271.28999999999905,0,0,6ddaed44-6a51-4910-bb05-15aac75b8006,2024-03-25 04:10:11.749513,Debit Card,Completed,d50e256a-f519-4cb8-8f7f-449ae310d309,2024-03-03 16:15:10.086616,Tablet,Edge,DE,Effort year above if money tree three.
6,DEBIT,4493.88,a3fb9ec2-4a59-4795-bc64-6db7fbbcc9ab,1958.65,-2535.23,d7b28d0b-c10a-4652-b6b4-a90eeb43655e,6140.45,10634.33,0,0,15c3a4ab-503a-4a22-a03a-9c85d662c6ba,2024-04-16 20:36:14.841875,Mobile Payment,Pending,3d42ba86-86e4-433a-ad7b-af566615a032,2024-05-02 06:51:12.704331,Tablet,Chrome,UK,Peace company move type us bring old.
26,CASH_IN,201.4,73074b1d-3bce-42e9-a3f5-9efd20b0c4d0,15124.18,15325.58,9ada0cb0-4c19-4039-b6ea-45cbb6361118,4492.93,4694.33,0,0,6912c02d-e3d4-4832-a343-69ecd02f69ed,2024-03-12 19:28:11.343953,Bank Transfer,Failed,f45a8e95-7f27-4c3e-9efa-678e497d5cd8,2024-02-22 06:16:50.716633,Mobile,Firefox,UK,Fund administration again similar American.
7,TRANSFER,646.25,91525be0-6c17-41f8-845e-8999bc239a88,5048.86,4402.61,ccf4bbba-2993-4e16-bf9d-02fe8ad2bfb2,13971.35,14617.6,0,0,a9e750c1-9772-4dcd-b8f4-51755a153774,2024-03-11 13:57:56.726850,Mobile Payment,Failed,530c4392-2bc6-4e0c-a72b-c80e28e83fa4,2024-07-16 08:05:36.790212,Mobile,Edge,CA,Item drop admit skill could.
13,DEBIT,1874.46,f4e6f114-21bf-4c4c-be86-d511a798c766,7401.11,5526.65,805779cc-268b-4c59-a8df-761464c819de,14673.32,16547.78,0,0,bc792372-f815-4e00-9caf-81bc0f9a640e,2024-02-13 13:04:14.859784,Debit Card,Pending,5100bf53-be58-4929-8f31-439d0ae2af81,2024-07-16 10:51:30.718927,Desktop,Safari,UK,General religious charge hit.
7,PAYMENT,7575.58,3d78a7db-b43e-4b1d-b3fc-e129d3606555,14212.38,6636.799999999999,0229d929-2e2d-4526-bdb6-8e18e164ff3c,3253.95,10829.529999999999,0,0,0a06bf22-fbcf-496c-b930-16dbc5ac25a4,2024-07-09 03:58:48.262000,Credit Card,Pending,3ac6e7ad-e414-4fc5-a46a-b0966a5ccffe,2024-03-08 13:53:54.686782,Tablet,Safari,UK,Special what along evidence nice must understand.
30,TRANSFER,3404.64,beb7f1ff-d2e9-44f6-bc7a-da5d7ecc4bb5,13960.39,10555.75,fe5a6c5b-55e1-4561-afa1-6f26c4e0ef13,16309.99,19714.63,0,0,bb2ed778-2ab1-40b4-9d39-8c05f9afd483,2024-01-08 11:01:25.580781,Credit Card,Pending,74d09ddb-666d-4949-8914-32145fe04a5d,2024-05-31 13:25:46.705669,Tablet,Firefox,UK,Believe street base specific laugh later.
16,PAYMENT,6412.47,c61050c8-8662-47c3-bae4-49e635bb4689,18664.54,12252.07,bb486992-f5b8-4fc8-929d-fb0041734c6e,4517.04,10929.51,0,0,a765f19c-d8f8-402b-9191-e4f98fb550a3,2024-06-06 22:55:40.884614,Debit Card,Pending,1fe06906-b318-4838-ad75-9d54e8e4d9c0,2024-04-04 22:58:55.409178,Desktop,Edge,DE,Seek board teacher police agree.
25,TRANSFER,6661.91,85dd652a-6312-44d6-993d-8567e7940472,19001.14,12339.23,8d19b25d-865e-4be1-a57a-afddaa799a7c,4040.38,10702.29,0,0,5a9584e5-2207-4e5d-9a04-d7440a926166,2024-05-04 00:13:10.978071,Mobile Payment,Failed,2ddc061f-0464-4dc5-a9c4-23026ee0f244,2024-03-25 16:13:34.570518,Tablet,Firefox,DE,Ready few measure several rule generation film.
23,PAYMENT,3299.77,99a14780-f693-4a70-9a0b-3942f3e9a78d,4052.73,752.96,bd1e6477-dde8-4c13-afab-209fef1efa1b,12595.99,15895.76,0,0,18c00b13-6ea9-4e58-b79d-9a9c819f4d69,2024-05-27 22:01:42.446634,Credit Card,Pending,a493a2bb-99a2-4fc6-8f05-2de40920e7e2,2024-02-18 22:44:26.016520,Desktop,Firefox,DE,Education election effort garden certain most door record.
1,DEBIT,8790.64,b182ae74-9ccf-48e3-9868-ec7de546c84b,12171.57,3380.9300000000003,970e7c2c-f348-4cf9-b410-22eae43fece9,14101.66,22892.3,0,0,69b877f8-aca2-40e8-8351-c836dd5a05ee,2024-01-15 00:04:36.655338,Mobile Payment,Failed,53303c5b-8840-44cd-8495-fed11b6d3f47,2024-01-05 21:11:04.682830,Desktop,Firefox,US,Choose left fly box ball possible food.
